# hand postures data set - 4 features per finger for 5 fingers
45 -23.3333 -13.1034 32.3596 16.1798 -0.277778 33.2773 25.2525 12.6263 0.647059 33.0769 27.957 13.9785 -1.94118 29.5312 34.7826 17.3913 6.6 31.8634 52.381 26.1905
46 -16.6667 -11.8966 33.7079 16.8539 -0.277778 37.0588 30.303 15.1515 0.647059 53.0769 41.9355 20.9677 -1.94118 47.8125 51.087 25.5435 7.2 46.3975 69.8413 34.9206
47 -14.4444 -27.5862 31.0112 15.5056 6.11111 31.0084 10.101 5.05051 1.17647 70.7692 47.3118 23.6559 -3.52941 71.0156 61.9565 30.9783 7.2 61.4907 83.8095 41.9048
48 -16.6667 -40.8621 22.2472 11.1236 10.5556 19.6639 3.0303 1.51515 2.47059 72.3077 73.1183 36.5591 -7.41176 80.8594 84.7826 42.3913 7.2 73.2298 92.5397 46.2698
49 -21.1111 -40.8621 16.8539 8.42697 9.16667 18.1513 3.0303 1.51515 2.94118 70 90.3226 45.1613 -8.82353 80.8594 100 50 6.6 76.0248 94.2857 47.1429
50 -21.1111 -39.6552 16.8539 8.42697 8.61111 17.395 2.0202 1.0101 3.05882 68.4615 90.3226 45.1613 -9.17647 80.8594 101.087 50.5435 7.2 76.0248 97.7778 48.8889
51 -21.1111 -37.2414 19.5506 9.77528 7.77778 20.4202 4.0404 2.0202 2.94118 68.4615 81.7204 40.8602 -8.82353 78.0469 98.913 49.4565 7.2 72.1118 94.2857 47.1429
52 -38.8889 -31.2069 28.3146 14.1573 1.94444 30.2521 12.1212 6.06061 1.23529 56.9231 43.0108 21.5054 -3.70588 60.4688 51.087 25.5435 13.2 49.7516 73.3333 36.6667
53 -32.2222 -22.7586 30.3371 15.1685 0.277778 42.3529 36.3636 18.1818 0.647059 51.5385 35.4839 17.7419 -1.94118 51.3281 38.0435 19.0217 13.8 44.1615 66.3492 33.1746
54 -32.2222 -15.5172 34.382 17.191 0.555555 56.7227 54.5455 27.2727 0.705882 60.7692 43.0108 21.5054 -2.11765 56.25 45.6522 22.8261 13.8 46.9565 71.5873 35.7937
55 -27.7778 5 43.1461 21.573 1.38889 72.605 65.6566 32.8283 0.411765 81.5385 58.0645 29.0323 -1.23529 74.5312 68.4783 34.2391 13.2 62.6087 85.5556 42.7778
56 7.77778 9.82759 57.3034 28.6517 1.11111 79.4118 77.7778 38.8889 0.411765 89.2308 73.1183 36.5591 -1.23529 88.5938 83.6957 41.8478 9 79.9379 97.7778 48.8889
57 16.6667 14.6552 63.3708 31.6854 1.11111 81.6807 84.8485 42.4242 0.470588 90.7692 81.7204 40.8602 -1.41176 91.4062 89.1304 44.5652 7.2 84.9689 99.5238 49.7619
58 14.4444 14.6552 63.3708 31.6854 1.11111 81.6807 84.8485 42.4242 0.529412 91.5385 81.7204 40.8602 -1.58824 91.4062 90.2174 45.1087 7.2 84.9689 101.27 50.6349
59 7.77778 12.2414 62.0225 31.0112 1.11111 80.9244 82.8283 41.4141 0.529412 90.7692 79.5699 39.7849 -1.58824 88.5938 88.0435 44.0217 6.6 82.7329 101.27 50.6349
60 7.77778 11.0345 60 30 1.11111 80.9244 78.7879 39.3939 0.529412 89.2308 75.2688 37.6344 -1.58824 87.1875 83.6957 41.8478 6.6 81.0559 99.5238 49.7619
61 -12.2222 6.2069 49.2135 24.6067 1.38889 66.5546 53.5354 26.7677 0.529412 77.6923 59.1398 29.5699 -1.58824 75.9375 60.8696 30.4348 6 69.8758 85.5556 42.7778
62 -25.5556 -15.5172 39.1011 19.5506 4.44444 36.3025 15.1515 7.57576 1.05882 69.2308 49.4624 24.7312 -3.17647 69.6094 51.087 25.5435 3.6 63.7267 80.3175 40.1587
63 -32.2222 -27.5862 27.6404 13.8202 6.94444 18.1513 5.05051 2.52525 2.05882 69.2308 56.9892 28.4946 -6.17647 78.75 60.8696 30.4348 3 72.6708 87.3016 43.6508
64 -43.3333 -26.3793 18.8764 9.4382 8.61111 13.6134 3.0303 1.51515 2.52941 66.9231 69.8925 34.9462 -7.58824 80.8594 77.1739 38.587 6 77.1429 92.5397 46.2698
65 -43.3333 -21.5517 18.8764 9.4382 9.44444 13.6134 2.0202 1.0101 2.35294 68.4615 75.2688 37.6344 -7.05882 84.375 80.4348 40.2174 7.8 79.3789 96.0317 48.0159
66 -38.8889 -19.1379 20.2247 10.1124 8.88889 15.126 1.0101 0.50505 2.35294 69.2308 70.9677 35.4839 -7.05882 81.5625 76.087 38.0435 6.6 75.4658 92.5397 46.2698
67 -38.8889 -15.5172 27.6404 13.8202 0.555555 21.9328 8.08081 4.0404 1.47059 50.7692 36.5591 18.2796 -4.41176 53.4375 36.9565 18.4783 12 40.2484 62.8571 31.4286
68 -34.4444 -11.8966 31.0112 15.5056 0.833333 30.2521 13.1313 6.56566 0.764706 37.6923 22.5806 11.2903 -2.29412 35.8594 21.7391 10.8696 7.8 31.3043 47.1429 23.5714
69 -25.5556 -14.3103 31.6854 15.8427 1.38889 43.1092 17.1717 8.58586 0.235294 48.4615 21.5054 10.7527 -0.705883 41.4844 20.6522 10.3261 10.2 34.0994 52.381 26.1905
70 -25.5556 -11.8966 31.6854 15.8427 0 58.2353 20.202 10.101 0.117647 66.1538 24.7312 12.3656 -0.352941 56.25 26.087 13.0435 16.2 43.6025 62.8571 31.4286
71 -25.5556 -10.6897 31.6854 15.8427 0.277778 61.2605 21.2121 10.6061 0.117647 69.2308 26.8817 13.4409 -0.352941 59.0625 28.2609 14.1304 15.6 45.2795 62.8571 31.4286
72 -25.5556 -10.6897 32.3596 16.1798 0.555555 61.2605 22.2222 11.1111 0.117647 69.2308 27.957 13.9785 -0.352941 59.0625 29.3478 14.6739 15.6 45.2795 64.6032 32.3016
73 -25.5556 -10.6897 32.3596 16.1798 3.05556 61.2605 22.2222 11.1111 0.352941 61.5385 27.957 13.9785 -1.05882 51.3281 30.4348 15.2174 10.8 43.0435 64.6032 32.3016
74 -25.5556 -11.8966 33.0337 16.5169 8.88889 56.7227 24.2424 12.1212 0.588235 45.3846 21.5054 10.7527 -1.76471 35.1562 26.087 13.0435 4.2 32.9814 50.6349 25.3175
75 -25.5556 -19.1379 31.6854 15.8427 10.5556 31.0084 14.1414 7.07071 1.05882 32.3077 20.4301 10.2151 -3.17647 27.4219 23.913 11.9565 -0.6 32.4224 47.1429 23.5714
76 -25.5556 -30 28.3146 14.1573 8.61111 15.126 8.08081 4.0404 1.64706 58.4615 45.1613 22.5806 -4.94118 62.5781 56.5217 28.2609 7.2 54.2236 76.8254 38.4127
77 -16.6667 -34.8276 23.5955 11.7978 5.55556 21.1765 7.07071 3.53535 2.88235 70.7692 82.7957 41.3979 -8.64706 85.0781 90.2174 45.1087 5.4 79.3789 99.5238 49.7619
78 -18.8889 -40.8621 18.2022 9.10112 4.72222 27.2269 6.06061 3.0303 3.17647 75.3846 93.5484 46.7742 -9.52941 92.8125 97.8261 48.913 2.4 89.441 110 55
79 -14.4444 -42.069 17.5281 8.76404 5 28.7395 6.06061 3.0303 3.29412 76.1538 96.7742 48.3871 -9.88235 93.5156 98.913 49.4565 1.8 90 110 55
80 -12.2222 -42.069 16.1798 8.08989 6.11111 29.4958 6.06061 3.0303 3.35294 76.1538 96.7742 48.3871 -10.0588 93.5156 100 50 1.2 90.559 110 55
81 -12.2222 -34.8276 22.9213 11.4607 4.44444 32.521 6.06061 3.0303 3.05882 66.9231 55.914 27.957 -9.17647 81.5625 81.5217 40.7609 1.2 77.7019 97.7778 48.8889
82 -27.7778 -20.3448 29.6629 14.8315 0.833333 34.7899 15.1515 7.57576 1.52941 42.3077 27.957 13.9785 -4.58824 47.8125 39.1304 19.5652 6.6 44.7205 64.6032 32.3016
83 -27.7778 -22.7586 28.9888 14.4944 1.94444 32.521 14.1414 7.07071 0.705882 37.6923 21.5054 10.7527 -2.11765 40.7812 27.1739 13.587 9 39.6894 59.3651 29.6825
84 -23.3333 -23.9655 28.9888 14.4944 2.22222 32.521 13.1313 6.56566 0.470588 38.4615 22.5806 11.2903 -1.41176 40.0781 22.8261 11.413 10.8 38.5714 59.3651 29.6825
85 -23.3333 -23.9655 28.9888 14.4944 1.94444 32.521 13.1313 6.56566 0.411765 38.4615 22.5806 11.2903 -1.23529 39.375 22.8261 11.413 11.4 38.0124 59.3651 29.6825
86 -23.3333 -22.7586 28.9888 14.4944 0.833333 35.5462 14.1414 7.07071 0.411765 41.5385 23.6559 11.828 -1.23529 40.0781 26.087 13.0435 11.4 38.0124 59.3651 29.6825
87 -25.5556 -22.7586 29.6629 14.8315 -0.833333 43.8655 20.202 10.101 0.294118 50 26.8817 13.4409 -0.882353 45.7031 30.4348 15.2174 11.4 40.8075 62.8571 31.4286
88 -23.3333 -13.1034 32.3596 16.1798 -0.555555 52.9412 27.2727 13.6364 0.294118 64.6154 39.7849 19.8925 -0.882353 59.7656 47.8261 23.913 10.8 51.4286 75.0794 37.5397
89 -21.1111 -20.3448 32.3596 16.1798 2.22222 47.6471 18.1818 9.09091 0.764706 78.4615 66.6667 33.3333 -2.29412 79.4531 75 37.5 7.2 74.3478 96.0317 48.0159
90 -36.6667 -32.4138 26.9663 13.4831 3.61111 34.7899 8.08081 4.0404 1.58824 76.9231 88.172 44.086 -4.76471 85.7812 90.2174 45.1087 4.8 82.1739 101.27 50.6349
91 -61.1111 -36.0345 16.1798 8.08989 4.72222 24.2017 5.05051 2.52525 2.70588 73.0769 92.4731 46.2366 -8.11765 85.7812 95.6522 47.8261 4.2 83.8509 103.016 51.5079
92 -65.5556 -37.2414 7.41573 3.70787 5.55556 21.1765 3.0303 1.51515 3.11765 70.7692 96.7742 48.3871 -9.35294 86.4844 100 50 5.4 85.528 104.762 52.381
93 -58.8889 -38.4483 6.06742 3.03371 5.27778 20.4202 3.0303 1.51515 3.11765 71.5385 96.7742 48.3871 -9.35294 88.5938 100 50 5.4 87.205 104.762 52.381
94 -45.5556 -32.4138 10.1124 5.05618 4.44444 21.9328 4.0404 2.0202 3.05882 66.9231 81.7204 40.8602 -9.17647 82.2656 94.5652 47.2826 4.8 80.4969 101.27 50.6349
